RES,INVPLANT,LATITUDE,LONGITUDE,COM_NAME
Bradley Woods,Cirsium arvense,41.41866044,-81.94366582,Canada Thistle
Mill Stream Run,Cirsium arvense,41.31674309,-81.8093415,Canada Thistle
South Chagrin,Cirsium arvense,41.41470604,-81.47198626,Canada Thistle
Bedford,Cirsium arvense,41.35103798,-81.57611415,Canada Thistle
Mill Stream Run,Cirsium arvense,41.31843597,-81.80062432,Canada Thistle
Brecksville,Cirsium arvense,41.32373789,-81.61084582,Canada Thistle
Mill Stream Run,Cirsium arvense,41.33613168,-81.82454835,Canada Thistle
Bedford,Cirsium arvense,41.35045652,-81.59122609,Canada Thistle
Rocky River,Cirsium arvense,41.48062571,-81.83013176,Canada Thistle
Rocky River,Cirsium arvense,41.46544126,-81.83051566,Canada Thistle
Rocky River,Cirsium arvense,41.44265669,-81.84553723,Canada Thistle
Rocky River,Cirsium arvense,41.39141321,-81.87248752,Canada Thistle
Bedford,Cirsium arvense,41.36973984,-81.55454605,Canada Thistle
Bedford,Cirsium arvense,41.36916846,-81.55319644,Canada Thistle
Ohio & Erie Canal,Cirsium arvense,41.43127681,-81.66508791,Canada Thistle
Mill Stream Run,Cirsium arvense,41.35071178,-81.83735019,Canada Thistle
Mill Stream Run,Cirsium arvense,41.33553488,-81.83768504,Canada Thistle
Hinckley,Cirsium arvense,41.21942804,-81.72215396,Canada Thistle
Euclid Creek,Cirsium arvense,41.55113168,-81.52949676,Canada Thistle
Hinckley,Cirsium arvense,41.22335103,-81.69721467,Canada Thistle
Hinckley,Cirsium arvense,41.20766829,-81.68670392,Canada Thistle
Brecksville,Cirsium arvense,41.31765775,-81.5925415,Canada Thistle
Mill Stream Run,Cirsium arvense,41.32446203,-81.81262015,Canada Thistle
South Chagrin,Cirsium arvense,41.43229524,-81.41715387,Canada Thistle
Mill Stream Run,Cirsium arvense,41.35541049,-81.84380218,Canada Thistle
Huntington,Cirsium arvense,41.48724218,-81.93690686,Canada Thistle
Brecksville,Cirsium arvense,41.30089958,-81.69644925,Canada Thistle
South Chagrin,Cirsium arvense,41.41655947,-81.43602665,Canada Thistle
Big Creek,Cirsium arvense,41.37689145,-81.83936666,Canada Thistle
North Chagrin,Cirsium vulgare,41.57757003,-81.41725724,Bull Thistle
North Chagrin,Cirsium vulgare,41.56984329,-81.41572019,Bull Thistle
Ohio & Erie Canal,Conium maculatum,41.41713521,-81.63979844,Poison Hemlock
Rocky River,Conium maculatum,41.47949832,-81.83279879,Poison Hemlock
Cleveland Metroparks Zoo,Conium maculatum,41.44390015,-81.71101969,Poison Hemlock
Brookside,Conium maculatum,41.45064546,-81.72358028,Poison Hemlock
South Chagrin,Conium maculatum,41.43186043,-81.41692741,Poison Hemlock
Euclid Creek,Conium maculatum,41.55909428,-81.53347636,Poison Hemlock
Ohio & Erie Canal,Conium maculatum,41.43832002,-81.67173884,Poison Hemlock
Ohio & Erie Canal,Conium maculatum,41.43121677,-81.66539595,Poison Hemlock
Big Creek,Conium maculatum,41.35504291,-81.8320955,Poison Hemlock
South Chagrin,Conium maculatum,41.41420695,-81.43390736,Poison Hemlock
Euclid Creek,Conium maculatum,41.55142189,-81.52910173,Poison Hemlock
Rocky River,Conium maculatum,41.47707434,-81.82673907,Poison Hemlock
Cleveland Metroparks Zoo,Convallaria majalis,41.44230055,-81.71207367,Lilly of the Valley
Cleveland Metroparks Zoo,Convallaria majalis,41.44461013,-81.71128515,Lilly of the Valley
Rocky River,Convallaria majalis,41.39522706,-81.88427727,Lilly of the Valley
Acacia,Convallaria majalis,41.50330249,-81.49240057,Lilly of the Valley
South Chagrin,Convallaria majalis,41.40918171,-81.41556394,Lilly of the Valley
Rocky River,Convallaria majalis,41.47714139,-81.82756622,Lilly of the Valley
Huntington,Convallaria majalis,41.48797633,-81.93607259,Lilly of the Valley
Brookside,Coronilla varia,41.44590012,-81.72620982,Crown Vetch
Ohio & Erie Canal,Coronilla varia,41.43503006,-81.658157,Crown Vetch
West Creek,Coronilla varia,41.3878085,-81.69605042,Crown Vetch
Cleveland Metroparks Zoo,Coronilla varia,41.44525778,-81.71074086,Crown Vetch
Bedford,Coronilla varia,41.38373312,-81.51183127,Crown Vetch
Bedford,Coronilla varia,41.36266565,-81.56054139,Crown Vetch
Euclid Creek,Coronilla varia,41.55943039,-81.53373816,Crown Vetch
North Chagrin,Coronilla varia,41.54340177,-81.41612115,Crown Vetch
Rocky River,Coronilla varia,41.39330113,-81.88455944,Crown Vetch
Brecksville,Coronilla varia,41.30109687,-81.73890629,Crown Vetch
Mill Stream Run,Coronilla varia,41.31661335,-81.80998513,Crown Vetch
Mill Stream Run,Coronilla varia,41.33594491,-81.82544749,Crown Vetch
Rocky River,Coronilla varia,41.45666967,-81.81962046,Crown Vetch
Bedford,Coronilla varia,41.37920701,-81.56505703,Crown Vetch
Rocky River,Coronilla varia,41.48041291,-81.83014504,Crown Vetch
Ohio & Erie Canal,Coronilla varia,41.43469859,-81.65908878,Crown Vetch
Rocky River,Coronilla varia,41.46636245,-81.83065785,Crown Vetch
Ohio & Erie Canal,Coronilla varia,41.43138062,-81.66529932,Crown Vetch
Bedford,Coronilla varia,41.35492894,-81.56967955,Crown Vetch
Hinckley,Coronilla varia,41.20799271,-81.68667047,Crown Vetch
Garfield Park,Coronilla varia,41.43217702,-81.60545532,Crown Vetch
Bedford,Coronilla varia,41.35832468,-81.56550398,Crown Vetch
Bradley Woods,Coronilla varia,41.43755391,-81.96910129,Crown Vetch
Rocky River,Coronilla varia,41.44805152,-81.83798149,Crown Vetch
Big Creek,Coronilla varia,41.37641115,-81.84034884,Crown Vetch
Ohio & Erie Canal,Cynanchum louiseae,41.43589418,-81.66027413,Black Swallow-wort
Brookside,Cynanchum louiseae,41.45233115,-81.71728581,Black Swallow-wort
Mill Stream Run,Dipsacus fullonum,41.33306965,-81.82622831,Common Teasel
Ohio & Erie Canal,Dipsacus fullonum,41.43098783,-81.66402597,Common Teasel
Mill Stream Run,Dipsacus fullonum,41.33379742,-81.83130598,Common Teasel
Brookside,Dipsacus fullonum,41.44681492,-81.72351609,Common Teasel
Rocky River,Dipsacus fullonum,41.47576343,-81.82406903,Common Teasel
Bedford,Dipsacus fullonum,41.35410786,-81.5859627,Common Teasel
Hinckley,Dipsacus fullonum,41.261752,-81.68872497,Common Teasel
Cleveland Metroparks Zoo,Dipsacus fullonum,41.44369523,-81.71104246,Common Teasel
Bedford,Dipsacus fullonum,41.38353578,-81.51238533,Common Teasel
Mill Stream Run,Dipsacus fullonum,41.31874278,-81.80871051,Common Teasel
Big Creek,Dipsacus fullonum,41.37569199,-81.8344357,Common Teasel
Mill Stream Run,Dipsacus fullonum,41.31107488,-81.78501872,Common Teasel
Big Creek,Dipsacus fullonum,41.37648282,-81.83440142,Common Teasel
North Chagrin,Dipsacus fullonum,41.57731197,-81.41732555,Common Teasel
North Chagrin,Dipsacus fullonum,41.56984329,-81.41509052,Common Teasel
North Chagrin,Dipsacus fullonum,41.56902978,-81.43902523,Common Teasel
Hinckley,Dipsacus fullonum,41.2153074,-81.73398623,Common Teasel
Bedford,Dipsacus fullonum,41.36206963,-81.5601399,Common Teasel
Euclid Creek,Dipsacus fullonum,41.55890273,-81.5345351,Common Teasel
Hinckley,Dipsacus fullonum,41.21574199,-81.68575052,Common Teasel
North Chagrin,Dipsacus fullonum,41.54360161,-81.41567911,Common Teasel
Bedford,Dipsacus fullonum,41.37113737,-81.56068197,Common Teasel
South Chagrin,Dipsacus fullonum,41.41516536,-81.45595244,Common Teasel
North Chagrin,Dipsacus fullonum,41.55265144,-81.41874898,Common Teasel
South Chagrin,Dipsacus fullonum,41.42286057,-81.41893853,Common Teasel
Hinckley,Dipsacus fullonum,41.21438931,-81.7105411,Common Teasel
Brecksville,Dipsacus fullonum,41.30102405,-81.73862483,Common Teasel
Mill Stream Run,Dipsacus fullonum,41.33775502,-81.82758721,Common Teasel
South Chagrin,Dipsacus fullonum,41.41477764,-81.47205723,Common Teasel
Brecksville,Dipsacus fullonum,41.32387311,-81.61105996,Common Teasel
Bedford,Dipsacus fullonum,41.35063639,-81.59074165,Common Teasel
Rocky River,Dipsacus fullonum,41.48051292,-81.83011626,Common Teasel
Ohio & Erie Canal,Dipsacus fullonum,41.43864663,-81.67071404,Common Teasel
Rocky River,Dipsacus fullonum,41.46546381,-81.83089442,Common Teasel
Rocky River,Dipsacus fullonum,41.4428923,-81.84543204,Common Teasel
Ohio & Erie Canal,Dipsacus fullonum,41.43116158,-81.66514256,Common Teasel
Big Creek,Dipsacus fullonum,41.3545998,-81.83314468,Common Teasel
Bedford,Dipsacus fullonum,41.35494466,-81.57052926,Common Teasel
South Chagrin,Dipsacus fullonum,41.43506203,-81.41680947,Common Teasel
Mill Stream Run,Dipsacus fullonum,41.35071103,-81.83722036,Common Teasel
Hinckley,Dipsacus fullonum,41.21942656,-81.72259573,Common Teasel
Euclid Creek,Dipsacus fullonum,41.55120787,-81.52956667,Common Teasel
Hinckley,Dipsacus fullonum,41.20729604,-81.68563083,Common Teasel
Brecksville,Dipsacus fullonum,41.31758243,-81.59257793,Common Teasel
Bedford,Dipsacus fullonum,41.37313822,-81.55486443,Common Teasel
North Chagrin,Dipsacus fullonum,41.57159924,-81.41579955,Common Teasel
Mill Stream Run,Dipsacus fullonum,41.32479516,-81.81180254,Common Teasel
Brecksville,Dipsacus fullonum,41.30093709,-81.69672597,Common Teasel
Lakefront,Dipsacus fullonum,41.49233222,-81.73663763,Common Teasel
Bedford,Dipsacus laciniatus,41.38123201,-81.56433021,Cut-Leaf Teasel
West Creek,Dipsacus laciniatus,41.3885523,-81.69648304,Cut-Leaf Teasel
Ohio & Erie Canal,Dipsacus laciniatus,41.41769309,-81.63939864,Cut-Leaf Teasel
Acacia,Dipsacus laciniatus,41.50234764,-81.49674513,Cut-Leaf Teasel
Euclid Creek,Dipsacus laciniatus,41.55940135,-81.53426099,Cut-Leaf Teasel
South Chagrin,Elaeagnus umbellata,41.41200085,-81.47274628,Autumn Olive
Brecksville,Elaeagnus umbellata,41.315516,-81.614549,Autumn Olive
Bedford,Elaeagnus umbellata,41.37462255,-81.57810376,Autumn Olive
Hinckley,Elaeagnus umbellata,41.20497165,-81.721505,Autumn Olive
Mill Stream Run,Elaeagnus umbellata,41.33320025,-81.82642014,Autumn Olive
Mill Stream Run,Elaeagnus umbellata,41.29534699,-81.7773862,Autumn Olive
North Chagrin,Elaeagnus umbellata,41.57335123,-81.41899787,Autumn Olive
Mill Stream Run,Elaeagnus umbellata,41.30428169,-81.79700173,Autumn Olive
North Chagrin,Elaeagnus umbellata,41.5590674,-81.41709017,Autumn Olive
Bedford,Elaeagnus umbellata,41.36194962,-81.56078434,Autumn Olive
Hinckley,Elaeagnus umbellata,41.21472242,-81.70980737,Autumn Olive
Mill Stream Run,Elaeagnus umbellata,41.33589068,-81.82473913,Autumn Olive
Bedford,Elaeagnus umbellata,41.37988285,-81.56552404,Autumn Olive
Ohio & Erie Canal,Elaeagnus umbellata,41.43528594,-81.6589204,Autumn Olive
Rocky River,Elaeagnus umbellata,41.46568152,-81.82980936,Autumn Olive
Big Creek,Elaeagnus umbellata,41.3548868,-81.83278764,Autumn Olive
Bedford,Elaeagnus umbellata,41.35440457,-81.57083791,Autumn Olive
Hinckley,Elaeagnus umbellata,41.20426338,-81.71814709,Autumn Olive
Rocky River,Eleutherococcus pentaphyllus,41.43533371,-81.84207851,Five-leaf Aralia
Rocky River,Eleutherococcus pentaphyllus,41.4434,-81.84505,Five-leaf Aralia
Brecksville,Euonymus alatus,41.31702994,-81.60359864,Burning Bush
Big Creek,Euonymus alatus,41.39767261,-81.76066681,Burning Bush
Rocky River,Euonymus alatus,41.4109481,-81.87987952,Burning Bush
Rocky River,Euonymus alatus,41.40347287,-81.89300796,Burning Bush
Hinckley,Euonymus alatus,41.20706607,-81.72739784,Burning Bush
Rocky River,Euonymus fortunei,41.38665903,-81.86456056,Wintercreeper
Rocky River,Euonymus fortunei,41.41895588,-81.86009816,Wintercreeper
South Chagrin,Euonymus fortunei,41.43557549,-81.41347145,Wintercreeper
Big Creek,Euonymus fortunei,41.4014281,-81.75925158,Wintercreeper
Rocky River,Euonymus fortunei,41.4129343,-81.88443174,Wintercreeper
South Chagrin,Euonymus fortunei,41.41463238,-81.4327203,Wintercreeper
North Chagrin,Euonymus fortunei,41.55786914,-81.43096035,Wintercreeper
Garfield Park,Euonymus fortunei,41.42439487,-81.60110007,Wintercreeper
Bedford,Euonymus fortunei,41.3244119,-81.61109697,Wintercreeper
Rocky River,Euonymus fortunei,41.48085961,-81.83015713,Wintercreeper
Bradley Woods,Euonymus fortunei,41.42283365,-81.95885632,Wintercreeper
Rocky River,Euonymus fortunei,41.47686781,-81.82716694,Wintercreeper
Bedford,Euonymus fortunei,41.35496918,-81.58562135,Wintercreeper
Brecksville,Euonymus fortunei,41.31757548,-81.59282578,Wintercreeper
Huntington,Euonymus fortunei,41.48778268,-81.93648824,Wintercreeper
Bradley Woods,filamentous algae,41.41651293,-81.95088501,Algae
Mill Stream Run,filamentous algae,41.31597432,-81.79962862,Algae
Hinckley,filamentous algae,41.20314959,-81.70000801,Algae
Hinckley,filamentous algae,41.2034569,-81.72560629,Algae
Rocky River,filamentous algae,41.40293003,-81.88424333,Algae
North Chagrin,filamentous algae,41.5797325,-81.43101708,Algae
North Chagrin,filamentous algae,41.56145311,-81.43605017,Algae
Mill Stream Run,filamentous algae,41.35809264,-81.85790721,Algae
Mill Stream Run,filamentous algae,41.36048242,-81.85931736,Algae
South Chagrin,filamentous algae,41.38146622,-81.48169511,Algae
Brookside,Frangula alnus,41.45013431,-81.72850006,Glossy Buckthorn
North Chagrin,Frangula alnus,41.5730393,-81.43444609,Glossy Buckthorn
West Creek,Frangula alnus,41.39109007,-81.68579557,Glossy Buckthorn
Cleveland Metroparks Zoo,Frangula alnus,41.44228864,-81.7144589,Glossy Buckthorn
Big Creek,Frangula alnus,41.35546587,-81.83842162,Glossy Buckthorn
Brookside,Frangula alnus,41.44824313,-81.72209188,Glossy Buckthorn
Bradley Woods,Frangula alnus,41.41816425,-81.95031099,Glossy Buckthorn
North Chagrin,Frangula alnus,41.57903625,-81.42773147,Glossy Buckthorn
North Chagrin,Frangula alnus,41.56162853,-81.41974734,Glossy Buckthorn
Euclid Creek,Frangula alnus,41.56640074,-81.53454945,Glossy Buckthorn
Mill Stream Run,Frangula alnus,41.35594891,-81.85001629,Glossy Buckthorn
Mill Stream Run,Frangula alnus,41.35309992,-81.8497375,Glossy Buckthorn
Big Creek,Frangula alnus,41.35810078,-81.82641471,Glossy Buckthorn
Brookside,Frangula alnus,41.44678456,-81.72381209,Glossy Buckthorn
North Chagrin,Frangula alnus,41.56547972,-81.42088481,Glossy Buckthorn
Cleveland Metroparks Zoo,Frangula alnus,41.44490762,-81.7103551,Glossy Buckthorn
West Creek,Frangula alnus,41.39174092,-81.68972373,Glossy Buckthorn
North Chagrin,Frangula alnus,41.56697428,-81.41578495,Glossy Buckthorn
North Chagrin,Frangula alnus,41.57698156,-81.43880209,Glossy Buckthorn
North Chagrin,Frangula alnus,41.56293194,-81.43692725,Glossy Buckthorn
Rocky River,Frangula alnus,41.41065762,-81.89044256,Glossy Buckthorn
Big Creek,Frangula alnus,41.40388959,-81.75630914,Glossy Buckthorn
North Chagrin,Frangula alnus,41.566133,-81.43722349,Glossy Buckthorn
North Chagrin,Frangula alnus,41.56931328,-81.43656921,Glossy Buckthorn
North Chagrin,Frangula alnus,41.55830772,-81.4352282,Glossy Buckthorn
North Chagrin,Frangula alnus,41.57803806,-81.43511485,Glossy Buckthorn
North Chagrin,Frangula alnus,41.58072648,-81.43434779,Glossy Buckthorn
Brecksville,Frangula alnus,41.30157521,-81.62509736,Glossy Buckthorn
Mill Stream Run,Frangula alnus,41.30987513,-81.78308827,Glossy Buckthorn
Mill Stream Run,Frangula alnus,41.347848,-81.842532,Glossy Buckthorn
Bedford,Frangula alnus,41.38491492,-81.53348011,Glossy Buckthorn
Brecksville,Frangula alnus,41.31908701,-81.60615616,Glossy Buckthorn
Ohio & Erie Canal,Frangula alnus,41.4199424,-81.6452646,Glossy Buckthorn
South Chagrin,Frangula alnus,41.41530563,-81.42122488,Glossy Buckthorn
South Chagrin,Frangula alnus,41.39074106,-81.47626494,Glossy Buckthorn
South Chagrin,Frangula alnus,41.4192121,-81.41741183,Glossy Buckthorn
West Creek,Frangula alnus,41.38348585,-81.69734134,Glossy Buckthorn
Bedford,Frangula alnus,41.37182463,-81.56133722,Glossy Buckthorn
Mill Stream Run,Frangula alnus,41.34573683,-81.84846121,Glossy Buckthorn
Mill Stream Run,Frangula alnus,41.30723993,-81.80209267,Glossy Buckthorn
Mill Stream Run,Frangula alnus,41.30772459,-81.79421617,Glossy Buckthorn
South Chagrin,Frangula alnus,41.41156436,-81.42772239,Glossy Buckthorn
Cleveland Metroparks Zoo,Hedera helix,41.44236006,-81.71532497,English Ivy
Huntington,Hedera helix,41.48741938,-81.93642985,English Ivy
Cleveland Metroparks Zoo,Hedera helix,41.44221329,-81.71347258,English Ivy
Mill Stream Run,Hedera helix,41.30075559,-81.80452886,English Ivy
Rocky River,Hesperis matronalis,41.39370559,-81.8850339,Dame's Rocket
Bradley Woods,Hesperis matronalis,41.42035307,-81.95520147,Dame's Rocket
Bradley Woods,Hesperis matronalis,41.42249707,-81.95210425,Dame's Rocket
Brecksville,Hesperis matronalis,41.31687021,-81.60624771,Dame's Rocket
Mill Stream Run,Hesperis matronalis,41.34413647,-81.83623029,Dame's Rocket
Hinckley,Hesperis matronalis,41.21408646,-81.73328587,Dame's Rocket
Hinckley,Hesperis matronalis,41.20707587,-81.72735171,Dame's Rocket
Rocky River,Hesperis matronalis,41.40268629,-81.8910334,Dame's Rocket
Rocky River,Hesperis matronalis,41.40382299,-81.89290929,Dame's Rocket
South Chagrin,Hesperis matronalis,41.43553755,-81.41300847,Dame's Rocket
Rocky River,Hesperis matronalis,41.4312056,-81.8469601,Dame's Rocket
Cleveland Metroparks Zoo,Hesperis matronalis,41.44240003,-81.71247483,Dame's Rocket
Rocky River,Hesperis matronalis,41.41144954,-81.88527035,Dame's Rocket
Rocky River,Hesperis matronalis,41.41566969,-81.87541544,Dame's Rocket
Rocky River,Hesperis matronalis,41.39593144,-81.88538443,Dame's Rocket
Rocky River,Hesperis matronalis,41.41999772,-81.86066349,Dame's Rocket
Rocky River,Hesperis matronalis,41.41159182,-81.88420533,Dame's Rocket
Mill Stream Run,Hesperis matronalis,41.31132143,-81.78492907,Dame's Rocket
Bedford,Hesperis matronalis,41.38382104,-81.53266193,Dame's Rocket
South Chagrin,Hesperis matronalis,41.43257043,-81.41449491,Dame's Rocket
South Chagrin,Hesperis matronalis,41.43147663,-81.41641567,Dame's Rocket
Mill Stream Run,Hesperis matronalis,41.31106089,-81.79432575,Dame's Rocket
Brecksville,Hesperis matronalis,41.36962065,-81.62061567,Dame's Rocket
Rocky River,Hesperis matronalis,41.3931317,-81.8846963,Dame's Rocket
Rocky River,Hesperis matronalis,41.41380181,-81.88429607,Dame's Rocket
South Chagrin,Hesperis matronalis,41.42106086,-81.41754019,Dame's Rocket
Mill Stream Run,Hesperis matronalis,41.35167544,-81.84616879,Dame's Rocket
Rocky River,Hesperis matronalis,41.4234283,-81.85497029,Dame's Rocket
Big Creek,Hesperis matronalis,41.35041708,-81.82386071,Dame's Rocket
Mill Stream Run,Hesperis matronalis,41.29827987,-81.76774224,Dame's Rocket
Mill Stream Run,Hesperis matronalis,41.31744842,-81.79815985,Dame's Rocket
Garfield Park,Hesperis matronalis,41.42416053,-81.60048767,Dame's Rocket
North Chagrin,Hesperis matronalis,41.54803184,-81.4286376,Dame's Rocket
Brecksville,Hesperis matronalis,41.32393538,-81.61155749,Dame's Rocket
Bedford,Hesperis matronalis,41.3507213,-81.5914551,Dame's Rocket
Bedford,Hesperis matronalis,41.38011678,-81.56502745,Dame's Rocket
Rocky River,Hesperis matronalis,41.41934216,-81.86815448,Dame's Rocket
Hinckley,Hesperis matronalis,41.21873213,-81.69916188,Dame's Rocket
Rocky River,Hesperis matronalis,41.46572593,-81.83115162,Dame's Rocket
North Chagrin,Hesperis matronalis,41.53196497,-81.40988857,Dame's Rocket
Bedford,Hesperis matronalis,41.35294212,-81.57980394,Dame's Rocket
South Chagrin,Hesperis matronalis,41.45239509,-81.40683837,Dame's Rocket
Bedford,Hesperis matronalis,41.36997607,-81.55352131,Dame's Rocket
Mill Stream Run,Hesperis matronalis,41.32106195,-81.81169966,Dame's Rocket
Ohio & Erie Canal,Hesperis matronalis,41.43102064,-81.66533344,Dame's Rocket
Big Creek,Hesperis matronalis,41.35485842,-81.83249282,Dame's Rocket
Mill Stream Run,Hesperis matronalis,41.33571348,-81.83703419,Dame's Rocket
South Chagrin,Hesperis matronalis,41.43974425,-81.40150539,Dame's Rocket
Rocky River,Hesperis matronalis,41.43078875,-81.84236663,Dame's Rocket
Garfield Park,Hesperis matronalis,41.43230146,-81.60602091,Dame's Rocket
Rocky River,Hesperis matronalis,41.4137433,-81.87415453,Dame's Rocket
Bedford,Hesperis matronalis,41.35474375,-81.58579565,Dame's Rocket
Brecksville,Hesperis matronalis,41.31707021,-81.59247882,Dame's Rocket
South Chagrin,Hesperis matronalis,41.41720826,-81.42794764,Dame's Rocket
North Chagrin,Hesperis matronalis,41.57126142,-81.41581699,Dame's Rocket
Bedford,Hesperis matronalis,41.35853228,-81.5658788,Dame's Rocket
South Chagrin,Hesperis matronalis,41.43212588,-81.41806671,Dame's Rocket
Mill Stream Run,Hesperis matronalis,41.35512415,-81.84428311,Dame's Rocket
Rocky River,Hesperis matronalis,41.44840987,-81.83921319,Dame's Rocket
Rocky River,Hesperis matronalis,41.39469402,-81.88489986,Dame's Rocket
Ohio & Erie Canal,Humulus japonicus,41.438988,-81.667594,Japanese Hops
West Creek,Hydrilla verticillata,41.389613,-81.696698,Hydrilla
Mill Stream Run,Hydrilla verticillata,41.357213,-81.857317,Hydrilla
Mill Stream Run,Hydrilla verticillata,41.36034381,-81.85947764,Hydrilla
Ohio & Erie Canal,Hydrilla verticillata,41.43062071,-81.66441945,Hydrilla
Ohio & Erie Canal,Hydrilla verticillata,41.42873564,-81.66493663,Hydrilla
North Chagrin,Hydrilla verticillata,41.56290828,-81.43519788,Hydrilla
North Chagrin,Hydrilla verticillata,41.56112222,-81.43615275,Hydrilla
South Chagrin,Iris pseudacorus,41.43694745,-81.4156494,Yellow Flag Iris
South Chagrin,Iris pseudacorus,41.43617881,-81.40971981,Yellow Flag Iris
South Chagrin,Iris pseudacorus,41.43224882,-81.41480699,Yellow Flag Iris
Rocky River,Iris pseudacorus,41.45145407,-81.83095691,Yellow Flag Iris
South Chagrin,Iris pseudacorus,41.43546165,-81.41365361,Yellow Flag Iris
South Chagrin,Iris pseudacorus,41.44402543,-81.40727056,Yellow Flag Iris
Hinckley,Iris pseudacorus,41.26184923,-81.69114583,Yellow Flag Iris
North Chagrin,Iris pseudacorus,41.56219265,-81.43488723,Yellow Flag Iris
North Chagrin,Iris pseudacorus,41.56076768,-81.4356873,Yellow Flag Iris
West Creek,Iris pseudacorus,41.38918585,-81.69666558,Yellow Flag Iris
Bedford,Iris pseudacorus,41.38345988,-81.51206656,Yellow Flag Iris
Ohio & Erie Canal,Iris pseudacorus,41.43952922,-81.6665002,Yellow Flag Iris
Mill Stream Run,Iris pseudacorus,41.30828464,-81.79360787,Yellow Flag Iris
Bedford,Iris pseudacorus,41.35266198,-81.57940249,Yellow Flag Iris
Hinckley,Iris pseudacorus,41.20738422,-81.68678399,Yellow Flag Iris
Bedford,Iris pseudacorus,41.35482968,-81.58597743,Yellow Flag Iris
Rocky River,Iris pseudacorus,41.42111694,-81.85461347,Yellow Flag Iris
Mill Stream Run,Ligustrum vulgare,41.33179208,-81.82506492,Common Privet
Rocky River,Ligustrum vulgare,41.44335273,-81.84022035,Common Privet
Rocky River,Ligustrum vulgare,41.38677315,-81.86506998,Common Privet
Cleveland Metroparks Zoo,Ligustrum vulgare,41.44303839,-81.71001668,Common Privet
Brecksville,Ligustrum vulgare,41.31745934,-81.61543857,Common Privet
Huntington,Ligustrum vulgare,41.48784062,-81.93617369,Common Privet
West Creek,Ligustrum vulgare,41.3890625,-81.68514011,Common Privet
North Chagrin,Ligustrum vulgare,41.53772292,-81.41450104,Common Privet
North Chagrin,Ligustrum vulgare,41.56354287,-81.41630554,Common Privet
Brecksville,Ligustrum vulgare,41.3176986,-81.59436705,Common Privet
Brecksville,Ligustrum vulgare,41.31728789,-81.60389971,Common Privet
South Chagrin,Ligustrum vulgare,41.43642395,-81.4101856,Common Privet
Mill Stream Run,Ligustrum vulgare,41.34816172,-81.84299752,Common Privet
Big Creek,Ligustrum vulgare,41.40914008,-81.7532857,Common Privet
Rocky River,Ligustrum vulgare,41.40528084,-81.8908678,Common Privet
Brecksville,Ligustrum vulgare,41.32008054,-81.59517071,Common Privet
Brookside,Ligustrum vulgare,41.44722477,-81.72332635,Common Privet
Bedford,Ligustrum vulgare,41.37300084,-81.56548356,Common Privet
North Chagrin,Ligustrum vulgare,41.56852154,-81.41977585,Common Privet
Cleveland Metroparks Zoo,Ligustrum vulgare,41.44230072,-81.71026515,Common Privet
Rocky River,Ligustrum vulgare,41.46900179,-81.83204685,Common Privet
Rocky River,Ligustrum vulgare,41.4508082,-81.83793451,Common Privet
Rocky River,Ligustrum vulgare,41.44904709,-81.83687157,Common Privet
Big Creek,Ligustrum vulgare,41.4021318,-81.75501074,Common Privet
Big Creek,Ligustrum vulgare,41.39762992,-81.76083758,Common Privet
Rocky River,Ligustrum vulgare,41.39542271,-81.88386442,Common Privet
Bedford,Ligustrum vulgare,41.375148,-81.57561,Common Privet
Brecksville,Ligustrum vulgare,41.32267352,-81.60937082,Common Privet
Cleveland Metroparks Zoo,Ligustrum vulgare,41.4426179,-81.71665824,Common Privet
South Chagrin,Ligustrum vulgare,41.43072878,-81.41752082,Common Privet
Mill Stream Run,Ligustrum vulgare,41.30979715,-81.78268368,Common Privet
Mill Stream Run,Ligustrum vulgare,41.31018884,-81.78312875,Common Privet
Mill Stream Run,Ligustrum vulgare,41.34808708,-81.84262877,Common Privet
Huntington,Ligustrum vulgare,41.48983518,-81.93130561,Common Privet
Bedford,Ligustrum vulgare,41.38386658,-81.532161,Common Privet
South Chagrin,Ligustrum vulgare,41.41488061,-81.42178146,Common Privet
Bedford,Ligustrum vulgare,41.37189659,-81.56032974,Common Privet
Brecksville,Ligustrum vulgare,41.31826144,-81.62289116,Common Privet
West Creek,Ligustrum vulgare,41.39157645,-81.68946969,Common Privet
Mill Stream Run,Ligustrum vulgare,41.29280374,-81.80307003,Common Privet
Brecksville,Ligustrum vulgare,41.28517268,-81.58926073,Common Privet
West Creek,Lonicera japonica,41.39079073,-81.68568892,Japanese Honeysuckle
Rocky River,Lonicera japonica,41.38637627,-81.86480966,Japanese Honeysuckle
Cleveland Metroparks Zoo,Lonicera japonica,41.44228737,-81.71611395,Japanese Honeysuckle
Huntington,Lonicera japonica,41.48763,-81.93639,Japanese Honeysuckle
Brecksville,Lonicera japonica,41.31685375,-81.59797806,Japanese Honeysuckle
Rocky River,Lonicera japonica,41.39896698,-81.88386703,Japanese Honeysuckle
Brookside,Lonicera japonica,41.44676938,-81.72518585,Japanese Honeysuckle
Cleveland Metroparks Zoo,Lonicera japonica,41.44248391,-81.71287618,Japanese Honeysuckle
Rocky River,Lonicera japonica,41.44414757,-81.83015425,Japanese Honeysuckle
Rocky River,Lonicera japonica,41.45033004,-81.83661389,Japanese Honeysuckle
Rocky River,Lonicera japonica,41.44884447,-81.83702392,Japanese Honeysuckle
